genome,completeness,contamination,location,length,N50
nhnw_bin.258.fa.gz,89.74,1.025,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.258.fa.gz,1849837,23541
nhnw_bin.266.fa.gz,89.72,2.8,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.266.fa.gz,2760270,44098
nhnw_bin.478.fa.gz,89.71,1.4480000000000002,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.478.fa.gz,2091343,18165
nhnw_bin.507.fa.gz,89.63,1.088,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.507.fa.gz,1965080,8758
nhnw_bin.593.fa.gz,89.49,0.6709999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.593.fa.gz,1318395,28792
nhnw_bin.237.fa.gz,89.49,4.078,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.237.fa.gz,1484823,32933
nhnw_bin.368.fa.gz,89.4,4.2219999999999995,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.368.fa.gz,2165583,43347
nhnw_bin.499.fa.gz,89.32,6.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.499.fa.gz,2207319,13050
nhnw_bin.289.fa.gz,89.2,2.013,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.289.fa.gz,2681379,35822
nhnw_bin.95.fa.gz,89.06,0.102,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.95.fa.gz,1992277,24917
nhnw_bin.276.fa.gz,89.06,2.2840000000000003,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.276.fa.gz,2351553,11361
nhnw_bin.585.fa.gz,88.91,4.446000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.585.fa.gz,1660303,5405
nhnw_bin.547.fa.gz,88.88,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.547.fa.gz,1670270,34086
nhnw_bin.114.fa.gz,88.88,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.114.fa.gz,1731034,33098
nhnw_bin.268.fa.gz,88.82,0.894,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.268.fa.gz,2762637,8168
nhnw_bin.195.fa.gz,88.82,4.311,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.195.fa.gz,1560186,31307
nhnw_bin.359.fa.gz,88.81,0.6990000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.359.fa.gz,1845573,34628
nhnw_bin.504.fa.gz,88.79,3.187,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.504.fa.gz,1958617,42503
nhnw_bin.364.fa.gz,88.7,0.188,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.364.fa.gz,2002842,34193
nhnw_bin.68.fa.gz,88.59,0.88,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.68.fa.gz,2137011,6962
nhnw_bin.246.fa.gz,88.57,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.246.fa.gz,1956920,45286
nhnw_bin.229.fa.gz,88.57,0.47600000000000003,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.229.fa.gz,2132255,76026
nhnw_bin.534.fa.gz,88.51,2.056,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.534.fa.gz,3951654,39123
nhnw_bin.537.fa.gz,88.48,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.537.fa.gz,1887846,49130
nhnw_bin.567.fa.gz,88.44,2.419,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.567.fa.gz,2163931,22225
nhnw_bin.422.fa.gz,88.44,1.38,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.422.fa.gz,1508159,79644
nhnw_bin.592.fa.gz,88.31,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.592.fa.gz,2074783,14131
nhnw_bin.579.fa.gz,88.26,7.93,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.579.fa.gz,2237040,45122
nhnw_bin.411.fa.gz,88.25,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.411.fa.gz,1613715,48929
nhnw_bin.204.fa.gz,88.25,0.396,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.204.fa.gz,1505913,61857
nhnw_bin.184.fa.gz,88.15,6.356,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.184.fa.gz,1985378,12417
nhnw_bin.459.fa.gz,88.12,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.459.fa.gz,1829794,64646
nhnw_bin.15.fa.gz,88.12,3.137,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.15.fa.gz,1825910,47539
nhnw_bin.541.fa.gz,88.03,3.266,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.541.fa.gz,1718702,8965
nhnw_bin.97.fa.gz,87.99,4.368,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.97.fa.gz,2080312,95598
nhnw_bin.563.fa.gz,87.99,1.4040000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.563.fa.gz,1666601,9548
nhnw_bin.39.fa.gz,87.96,0.675,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.39.fa.gz,2390440,188804
nhnw_bin.603.fa.gz,87.93,3.803,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.603.fa.gz,2006129,10302
nhnw_bin.596.fa.gz,87.91,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.596.fa.gz,1742815,94349
nhnw_bin.490.fa.gz,87.83,0.705,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.490.fa.gz,3153066,541091
nhnw_bin.270.fa.gz,87.83,1.38,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.270.fa.gz,2136441,126186
nhnw_bin.578.fa.gz,87.82,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.578.fa.gz,1907784,6526
nhnw_bin.505.fa.gz,87.81,1.3419999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.505.fa.gz,2254466,53315
nhnw_bin.366.fa.gz,87.75,0.335,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.366.fa.gz,1251893,28729
nhnw_bin.535.fa.gz,87.69,2.055,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.535.fa.gz,1735264,61099
nhnw_bin.374.fa.gz,87.69,2.6839999999999997,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.374.fa.gz,1899253,42560
nhnw_bin.305.fa.gz,87.65,0.632,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.305.fa.gz,2022906,21044
nhnw_bin.178.fa.gz,87.62,1.127,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.178.fa.gz,2003246,22271
nhnw_bin.373.fa.gz,87.61,0.705,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.373.fa.gz,1939560,38820
nhnw_bin.598.fa.gz,87.6,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.598.fa.gz,1727748,104597
nhnw_bin.497.fa.gz,87.46,0.705,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.497.fa.gz,2166007,63725
nhnw_bin.378.fa.gz,87.43,3.2060000000000004,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.378.fa.gz,2057874,6215
nhnw_bin.157.fa.gz,87.32,3.42,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.157.fa.gz,1986058,10575
nhnw_bin.30.fa.gz,87.17,1.103,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.30.fa.gz,1709382,19027
nhnw_bin.66.fa.gz,87.16,1.38,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.66.fa.gz,2170858,23975
nhnw_bin.492.fa.gz,87.13,2.419,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.492.fa.gz,1183557,28837
nhnw_bin.473.fa.gz,87.09,3.225,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.473.fa.gz,1541198,73963
nhnw_bin.48.fa.gz,87.03,2.404,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.48.fa.gz,1746552,20812
nhnw_bin.583.fa.gz,86.82,1.666,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.583.fa.gz,1699789,98334
nhnw_bin.232.fa.gz,86.8,7.226,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.232.fa.gz,2213093,10806
nhnw_bin.329.fa.gz,86.65,1.7719999999999998,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.329.fa.gz,3504065,9391
nhnw_bin.576.fa.gz,86.63,3.014,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.576.fa.gz,1393654,38660
nhnw_bin.51.fa.gz,86.56,1.034,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.51.fa.gz,1790348,5223
nhnw_bin.306.fa.gz,86.54,1.3419999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.306.fa.gz,1505027,14754
nhnw_bin.131.fa.gz,86.51,1.263,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.131.fa.gz,1295303,26768
nhnw_bin.252.fa.gz,86.48,2.225,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.252.fa.gz,2233788,93797
nhnw_bin.275.fa.gz,86.42,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.275.fa.gz,1399608,35537
nhnw_bin.75.fa.gz,86.4,2.852,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.75.fa.gz,1852421,26870
nhnw_bin.151.fa.gz,86.24,0.6709999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.151.fa.gz,1651886,23155
nhnw_bin.343.fa.gz,86.22,4.029,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.343.fa.gz,2443506,11339
nhnw_bin.531.fa.gz,86.21,1.006,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.531.fa.gz,2168414,59048
nhnw_bin.369.fa.gz,86.11,1.851,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.369.fa.gz,2834589,118233
nhnw_bin.494.fa.gz,86.1,0.705,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.494.fa.gz,1990849,73942
nhnw_bin.397.fa.gz,85.99,1.604,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.397.fa.gz,2119377,38041
nhnw_bin.225.fa.gz,85.99,1.587,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.225.fa.gz,1965985,56462
nhnw_bin.272.fa.gz,85.9,6.729,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.272.fa.gz,2045730,8575
nhnw_bin.384.fa.gz,85.87,1.4969999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.384.fa.gz,2026308,10759
nhnw_bin.387.fa.gz,85.81,0.705,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.387.fa.gz,2179756,13292
nhnw_bin.88.fa.gz,85.69,3.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.88.fa.gz,2117970,7980
nhnw_bin.544.fa.gz,85.62,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.544.fa.gz,1739811,55447
nhnw_bin.456.fa.gz,85.52,9.493,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.456.fa.gz,1858761,78358
nhnw_bin.515.fa.gz,85.48,1.6119999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.515.fa.gz,1896898,15157
nhnw_bin.262.fa.gz,85.44,1.9040000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.262.fa.gz,1364682,25914
nhnw_bin.217.fa.gz,85.43,4.92,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.217.fa.gz,2027126,12670
nhnw_bin.247.fa.gz,85.36,2.3480000000000003,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.247.fa.gz,1673853,20246
nhnw_bin.486.fa.gz,85.34,1.995,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.486.fa.gz,1239954,5928
nhnw_bin.447.fa.gz,85.3,1.2819999999999998,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.447.fa.gz,2095336,58766
nhnw_bin.221.fa.gz,85.28,5.742999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.221.fa.gz,1894467,27044
nhnw_bin.175.fa.gz,85.28,4.032,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.175.fa.gz,1941192,91189
nhnw_bin.460.fa.gz,85.22,1.6469999999999998,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.460.fa.gz,2309394,7266
nhnw_bin.503.fa.gz,85.17,0.866,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.503.fa.gz,1530462,10634
nhnw_bin.179.fa.gz,85.17,0.349,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.179.fa.gz,1661648,33109
nhnw_bin.168.fa.gz,84.89,8.86,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.168.fa.gz,2013973,22815
nhnw_bin.453.fa.gz,84.83,8.426,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.453.fa.gz,1344376,109848
nhnw_bin.91.fa.gz,84.81,1.476,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.91.fa.gz,2129785,5853
nhnw_bin.300.fa.gz,84.73,1.006,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.300.fa.gz,1883174,52878
nhnw_bin.35.fa.gz,84.65,2.009,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.35.fa.gz,2257148,12897
nhnw_bin.477.fa.gz,84.61,4.273,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.477.fa.gz,1625054,52294
nhnw_bin.371.fa.gz,84.53,1.891,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.371.fa.gz,1578167,9226
nhnw_bin.543.fa.gz,84.52,2.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.543.fa.gz,2018573,6191
nhnw_bin.538.fa.gz,84.48,5.093999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.538.fa.gz,1755270,46730
nhnw_bin.427.fa.gz,84.34,0.953,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.427.fa.gz,1518102,16921
nhnw_bin.203.fa.gz,84.28,1.262,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.203.fa.gz,1598639,14055
nhnw_bin.474.fa.gz,84.18,2.546,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.474.fa.gz,2239656,23512
nhnw_bin.407.fa.gz,84.14,6.081,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.407.fa.gz,1566604,26731
nhnw_bin.402.fa.gz,84.12,0.174,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.402.fa.gz,1440750,25986
nhnw_bin.222.fa.gz,84.09,0.24100000000000002,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.222.fa.gz,2020219,7713
nhnw_bin.380.fa.gz,84.01,1.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.380.fa.gz,1896874,10629
nhnw_bin.372.fa.gz,83.97,1.296,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.372.fa.gz,2089371,26325
nhnw_bin.448.fa.gz,83.89,0.8240000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.448.fa.gz,1348438,4821
nhnw_bin.21.fa.gz,83.67,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.21.fa.gz,1323322,11285
nhnw_bin.312.fa.gz,83.55,4.474,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.312.fa.gz,2109707,12828
nhnw_bin.420.fa.gz,83.46,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.420.fa.gz,1449740,86351
nhnw_bin.254.fa.gz,83.45,1.1179999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.254.fa.gz,1413952,9486
nhnw_bin.391.fa.gz,83.43,1.169,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.391.fa.gz,1912087,29426
nhnw_bin.513.fa.gz,83.33,9.955,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.513.fa.gz,4092714,60475
nhnw_bin.469.fa.gz,83.33,1.3330000000000002,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.469.fa.gz,1454019,15738
nhnw_bin.253.fa.gz,83.33,1.3419999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.253.fa.gz,1725809,59322
nhnw_bin.213.fa.gz,83.19,1.203,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.213.fa.gz,1336570,44246
nhnw_bin.182.fa.gz,83.17,2.8760000000000003,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.182.fa.gz,3138828,11808
nhnw_bin.99.fa.gz,83.14,5.617000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.99.fa.gz,1151217,10526
nhnw_bin.491.fa.gz,83.13,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.491.fa.gz,1620226,7831
nhnw_bin.242.fa.gz,83.11,7.017,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.242.fa.gz,4541536,39770
nhnw_bin.439.fa.gz,83.1,2.515,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.439.fa.gz,2017010,14610
nhnw_bin.362.fa.gz,83.04,2.244,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.362.fa.gz,1679453,6140
nhnw_bin.429.fa.gz,82.94,3.502,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.429.fa.gz,2207728,6102
nhnw_bin.220.fa.gz,82.87,1.4040000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.220.fa.gz,968144,59526
nhnw_bin.457.fa.gz,82.8,2.0909999999999997,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.457.fa.gz,1674076,79208
nhnw_bin.394.fa.gz,82.79,2.323,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.394.fa.gz,2169264,9809
nhnw_bin.122.fa.gz,82.75,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.122.fa.gz,1524599,129623
nhnw_bin.530.fa.gz,82.69,1.95,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.530.fa.gz,1179869,31651
nhnw_bin.279.fa.gz,82.67,2.2880000000000003,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.279.fa.gz,3050027,11816
nhnw_bin.94.fa.gz,82.61,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.94.fa.gz,1600796,83092
nhnw_bin.430.fa.gz,82.55,0.6709999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.430.fa.gz,1638042,87998
nhnw_bin.602.fa.gz,82.24,4.968999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.602.fa.gz,2152723,14194
nhnw_bin.569.fa.gz,82.24,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.569.fa.gz,1327058,29017
nhnw_bin.239.fa.gz,82.15,3.5210000000000004,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.239.fa.gz,1326411,6500
nhnw_bin.284.fa.gz,82.04,1.307,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.284.fa.gz,1566685,26696
nhnw_bin.93.fa.gz,81.96,1.864,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.93.fa.gz,2004929,17753
nhnw_bin.72.fa.gz,81.94,2.0340000000000003,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.72.fa.gz,1659484,5825
nhnw_bin.389.fa.gz,81.91,3.3989999999999996,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.389.fa.gz,2252803,17592
nhnw_bin.282.fa.gz,81.85,1.265,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.282.fa.gz,1858170,88358
nhnw_bin.17.fa.gz,81.85,2.688,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.17.fa.gz,1778185,50790
nhnw_bin.341.fa.gz,81.68,2.6839999999999997,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.341.fa.gz,1567821,5924
nhnw_bin.106.fa.gz,81.52,3.7030000000000003,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.106.fa.gz,1769531,14304
nhnw_bin.37.fa.gz,81.39,1.555,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.37.fa.gz,2021933,113656
nhnw_bin.465.fa.gz,81.29,0.732,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.465.fa.gz,1820006,7958
nhnw_bin.185.fa.gz,81.04,0.188,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.185.fa.gz,2148114,31358
nhnw_bin.277.fa.gz,80.89,0.561,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.277.fa.gz,1085358,4902
nhnw_bin.141.fa.gz,80.84,0.12300000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.141.fa.gz,1907699,37111
nhnw_bin.517.fa.gz,80.83,1.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.517.fa.gz,2124502,4739
nhnw_bin.434.fa.gz,80.81,0.632,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.434.fa.gz,1807818,9992
nhnw_bin.40.fa.gz,80.76,2.6839999999999997,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.40.fa.gz,3726067,67314
nhnw_bin.108.fa.gz,80.71,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.108.fa.gz,1646455,96269
nhnw_bin.291.fa.gz,80.69,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.291.fa.gz,2122529,28332
nhnw_bin.84.fa.gz,80.66,0.6709999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.84.fa.gz,1607593,26903
nhnw_bin.304.fa.gz,80.53,6.526,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.304.fa.gz,1292744,7904
nhnw_bin.19.fa.gz,80.47,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.19.fa.gz,1441884,66616
nhnw_bin.166.fa.gz,80.24,2.013,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.166.fa.gz,1878253,10141
nhnw_bin.587.fa.gz,80.23,0.6709999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.587.fa.gz,1502645,11288
nhnw_bin.338.fa.gz,80.1,0.40299999999999997,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.338.fa.gz,1243602,219113
nhnw_bin.437.fa.gz,80.05,8.09,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.437.fa.gz,2168144,9798
nhnw_bin.280.fa.gz,80.03,0.335,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.280.fa.gz,1378996,29646
nhnw_bin.245.fa.gz,80.0,2.7969999999999997,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.245.fa.gz,1392455,6782
nhnw_bin.396.fa.gz,79.94,1.19,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.396.fa.gz,1470935,5797
nhnw_bin.435.fa.gz,79.91,2.237,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.435.fa.gz,1664416,6609
nhnw_bin.356.fa.gz,79.9,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.356.fa.gz,2022665,62749
nhnw_bin.346.fa.gz,79.86,6.436,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.346.fa.gz,1683777,14293
nhnw_bin.240.fa.gz,79.86,2.41,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.240.fa.gz,2197668,5503
nhnw_bin.147.fa.gz,79.77,6.178999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.147.fa.gz,1401478,52400
nhnw_bin.286.fa.gz,79.73,0.069,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.286.fa.gz,1407664,4357
nhnw_bin.308.fa.gz,79.48,2.5639999999999996,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.308.fa.gz,1542350,74287
nhnw_bin.64.fa.gz,79.38,0.561,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.64.fa.gz,1161838,10302
nhnw_bin.34.fa.gz,79.33,1.6769999999999998,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.34.fa.gz,2270762,33782
nhnw_bin.332.fa.gz,79.2,2.0340000000000003,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.332.fa.gz,2214169,4966
nhnw_bin.395.fa.gz,79.19,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.395.fa.gz,1282332,70269
